,İLAN ADI,MAHALLE,FİYAT,NET(m²),BRÜT(m²),ODA-SALON SAYISI,ODA SAYISI,SALON SAYISI,BANYO SAYISI,FOTOĞRAF SAYISI,BİNA KAT SAYISI,BULUNDUĞU KAT,YAPI DURUMU,ISITMA,BİNA YAŞI,AİDAT,KİRA GETİRİSİ
908,Şaşkınbakkalda Bağdat Caddesine 2.Binada 2+1 Yenilenmiş Daire,Suadiye,5.695.000,80,105,2+1,2,1,2,21,4,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
909,Kozyatağı Bayar Caddesinde 4+1 Mimari Dekorlu Daire EMLAK MASASI,Kozyatağı,6.500.000,135,170,4+1,4,1,2,23,10,4,İkinci El,Merkezi Sistem,26-30 arası,0,0
910,Feneryolunda Özgürlük Parkına Yakın 3+1 Balkonlu Sıfır Daire,Feneryolu,6.650.000,100,135,3+1,3,1,1,23,10-20 arası,11,Sıfır,Kombi (Doğalgaz),2,0,0
911,Erenköyde Marmaraya Yakın 4+2 Dubleks Daire EMLAK MASASI,Erenköy,9.450.000,170,220,4+2,4,2,3,27,10-20 arası,14,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
912,Kozyatağında Metroya Yakın Katta Tek 3+1 Mimari Dekorlu Daire,Kozyatağı,5.150.000,130,165,3+1,3,1,2,22,9,5,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
913,Şaşkınbakkal Bağdat Caddesine Yakın 2+1 Bahçe Kullanımlı  Daire,Suadiye,7.000.000,80,110,2+1,2,1,1,31,10-20 arası,Giriş Katı,İkinci El,Kombi (Doğalgaz),5,0,0
914,Caddebostan Taşmektep Sokakta Bağdat Caddesine Yakın 3+1 Daire,Göztepe,6.450.000,100,135,3+1,3,1,2,31,10-20 arası,3,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
915,Erenköyde Minibüs Caddesine 2.Binada 4+1 Mimari Dekorlu Daire,Erenköy,6.495.000,155,200,4+1,4,1,2,31,5,4,İkinci El,Merkezi Sistem,26-30 arası,0,0
916,Suadiyede Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Suadiye,6.050.000,85,120,3+1,3,1,2,29,10-20 arası,1,Sıfır,Kombi (Doğalgaz),3,0,0
917,Göztepede Marmaraya Yakın Sıfır Binada 3+1 Balkonlu Daire,Göztepe,7.400.000,100,135,3+1,3,1,2,31,7,3,Sıfır,Kombi (Doğalgaz),0,0,0
918,Suadiyede Güvenlikli Sites İçerisinde 5+1 İskanlı Dubleks Daire,Suadiye,21.000.000,255,300,5+1,5,1,3,30,7,7,Sıfır,Kombi (Doğalgaz),0,0,0
919,Caddebostanda Bağdat Caddesine 3.Binada 4+1 İskanlı Sıfır Daire,Caddebostan,18.650.000,150,185,4+1,4,1,2,31,10-20 arası,11,Sıfır,Kombi (Doğalgaz),0,0,0
920,Kozyatağı Acıbadem Hastanesine Yakın Yeni Binada 3+1 Daire,19 Mayıs,7.450.000,125,160,3+1,3,1,2,31,7,5,Sıfır,Kombi (Doğalgaz),16-20 arası,0,0
921,Göztepe'de Özgürlük Parkına Yakın  Katta Tek 3+1 Sıfır Daire,Göztepe,6.750.000,100,135,3+1,3,1,2,30,7,6,Sıfır,Kombi (Doğalgaz),0,0,0
922,Suadiye Minibüs Caddesi Üzerinde 3+1 Masrafsız Geniş Daire,Suadiye,5.250.000,120,155,3+1,3,1,2,28,8,6,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
923,Erenköy Divan Pastanesi Sokağında Yeni Binada 3+1 Daire,Erenköy,7.295.000,90,125,3+1,3,1,2,31,8,6,Sıfır,Kombi (Doğalgaz),4,0,0
924,Suadiye Sahilde Az Katlı Binada 3+1 Mimari Dekorlu Daire,Suadiye,5.950.000,80,110,3+1,3,1,2,32,4,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
925,Erenköy Taniş Sitesinde Minibüs Caddesine Yakın 3+1 Daire,Erenköy,4.800.000,110,145,3+1,3,1,2,29,10-20 arası,10,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
926,Suadiye Çatalçeşmede Yeni Binada 2+1 Yüksek Giriş Daire,Suadiye,5.950.000,80,115,2+1,2,1,2,25,10-20 arası,Yüksek Giriş,İkinci El,Merkezi Sistem (Isı Payı Ölçer),4,0,0
927,Caddebostan Tanzimat Sokak Üzerinde 3+1 Masrafsız Balkonlu Daire,Göztepe,5.275.000,100,135,3+1,3,1,1,28,3,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
928,Feneryolunda Marmaraya Yakın Katta Tek 4+1 Yenilenmiş Daire,Feneryolu,6.550.000,140,175,4+1,4,1,2,28,10-20 arası,9,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
929,Feneryolunda Genç Binada 120 m2 Net 3+1 Yenilenmiş Daire,Feneryolu,6.600.000,120,155,3+1,3,1,2,28,9,8,İkinci El,Merkezi Sistem,26-30 arası,0,0
930,Suadiyede Bağdat Caddesine Yakın  3+1 Masrafsız Daire Daire,Suadiye,6.950.000,105,140,3+1,3,1,2,30,8,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
931,Kozyatağı Bayar Caddesi Üzerinde 3+1 Lüks Daire EMLAK MASASI,Kozyatağı,4.980.000,120,155,3+1,3,1,2,22,10-20 arası,13,İkinci El,Merkezi Sistem,26-30 arası,0,0
932,Bostancıda Gösteri Merkezine Yakın 2002 Yapımı Binada 3+1 Daire,Bostancı,6.450.000,140,170,3+1,3,1,2,27,10-20 arası,6,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
933,Selamiçeşmede Özgürlük Parkına Yakın Yeni Binada 2+1 Daire,Göztepe,4.950.000,75,100,2+1,2,1,2,27,10,1,İkinci El,Kombi (Doğalgaz),4,0,0
934,Sahrayı Ceditte Atatürk Caddesine 1.Paralelde  3+1 Lüks Daire,Sahrayı Cedit,4.150.000,100,135,3+1,3,1,2,26,6,1,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
935,Suadiyede Bağdat Caddesine Yakın Site İçerisinde 3+1 Daire,Suadiye,7.850.000,105,145,3+1,3,1,2,20,10-20 arası,11,Sıfır,Merkezi Sistem (Isı Payı Ölçer),4,0,0
936,Feneryolunda Özgürlük Parkı Manzaralı 3+1 Balkonlu Daire,Feneryolu,5.600.000,115,145,3+1,3,1,2,20,10-20 arası,11,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
937,Göztepede Marmaraya Yakın Yeni Binada 2+1 Balkonlu Daire,Göztepe,5.175.000,75,100,2+1,2,1,1,20,9,6,Sıfır,Kombi (Doğalgaz),4,0,0
938,BAĞDAT CADDESİ ÜZERİNDE GENİŞ KULLANIŞLI SATILIK 3+1,Göztepe,5.990.000,130,150,3+1,3,1,1,25,5,5,,Merkezi Sistem,26-30 arası,0,0
939,KADIKÖY SAHRAYICEDİT DE 3+1 KAPALI OTOPARKLI SATILIK DAİRE,Sahrayı Cedit,4.850.000,97,135,3+1,3,1,2,31,10-20 arası,2,,Merkezi Sistem (Isı Payı Ölçer),3,0,0
940,"YÜKSEK KİRA DEĞERİ, MODERN DİZAYNLI SATILIK OFİS DAİRESİ",Erenköy,4.600.000,57,80,2+1,2,1,1,23,7,3,İkinci El,Kombi (Doğalgaz),4,0,0
941,COLDWELL'DEN FIRSAT - ANA CADDE ÜZERİ 2021 130M2 BALKON İSKAN,Erenköy,5.900.000,102,130,3+1,3,1,2,20,10-20 arası,7,,Klima,0,0,0
942,2+1 75 M2 NET HAZİRAN TESLİM CADDEYE YÜRÜME MESAFESİ,Erenköy,3.750.000,75,95,2+1,2,1,2,,8,5,,Kombi (Doğalgaz),0,0,0
943,Göztepede Minibüs Caddesine Yakın Yeni Binada 3+1 Daire,Göztepe,7.100.000,95,130,3+1,3,1,2,18,7,7,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
944,Çiftehavuzlarda Bağdat Caddesine Yakın Bakımlı Binada 4+1 Daire,Göztepe,8.750.000,140,175,4+1,4,1,2,17,10-20 arası,4,İkinci El,Merkezi Sistem,26-30 arası,0,0
945,Suadiyede Güvenlikli Binada 2+1 Ebeveynli Sıfır Daire,Suadiye,6.550.000,85,110,2+1,2,1,2,17,10-20 arası,10,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
946,Çiftehavuzlarda Bağdat Caddesine Yakın 3+1 Balkonlu Sıfır Daire,Göztepe,8.500.000,97,135,3+1,3,1,2,16,10-20 arası,9,Sıfır,Kombi (Doğalgaz),0,0,0
947,Şenesenevlerde Minibüs Caddesine 3.Binada 2+1 Balkonlu Daire,Bostancı,5.195.000,75,100,2+1,2,1,1,16,9,6,Sıfır,Kombi (Doğalgaz),0,0,0
948,Koşuyolunda Merkezi Konumda 450 m2  4+2 Müstakil Bina,Koşuyolu,19.350.000,420,465,4+2,4,2,3,16,3,Komple,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
949,Şenesenevlerde Minibüs Caddesine 3.Binada  2+1 Balkonlu  Daire,Bostancı,4.950.000,75,100,2+1,2,1,1,16,9,2,Sıfır,Kombi (Doğalgaz),0,0,0
950,Göztepe Minibüs Caddesi Üzeri İşyerine Uygun 2+1 Kombili Daire,Göztepe,3.950.000,90,120,2+1,2,1,1,15,3,1,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
951,Kazaskerde Minbüs Caddesine  Yakın 3+1 Yenilenmiş Daire,19 Mayıs,3.550.000,90,125,3+1,3,1,2,15,4,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
952,"ÖZGÜRLÜK PARKINA YAKIN, YENİ BİNADA,SATILIK, GENİŞ 3+1 DAİRE",Feneryolu,6.800.000,107,140,3+1,3,1,2,15,10-20 arası,5,İkinci El,Kombi (Doğalgaz),3,0,0
953,Erenköyde Marmaraya Yakın Prestijli Binada Katta Tek 3+1 Daire,Erenköy,4.950.000,120,155,3+1,3,1,1,14,8,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
954,Suadiye Sahilde Deprem Raporlu ve Güvenlikli  Binada 4+1 Daire,Suadiye,13.950.000,186,240,4+1,4,1,2,28,10-20 arası,6,İkinci El,Merkezi Sistem,31-35 arası,0,0
955,Caddebostan Bağdat Caddesine 2.Binada 3+1 Deniz Manzaralı Daire,Caddebostan,10.500.000,100,135,3+1,3,1,2,29,10-20 arası,10,Sıfır,Kombi (Doğalgaz),4,0,0
956,Suadiye Tonozlu Bağdat Caddesine Yakın Az Katlı Binada 2+1 Daire,Suadiye,4.650.000,90,115,2+1,2,1,1,30,3,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
957,Caddebostanda Bağdat Caddesine Yakın 6+1 Dubleks Daire,Caddebostan,14.750.000,201,240,6+1,6,1,4,31,10,10,Sıfır,Kombi (Doğalgaz),5,0,0
958,Çiftehavuzlar Yeşilbaharda Marmaraya Yakın Yeni Binada 4+1 Daire,Göztepe,11.450.000,140,185,4+1,4,1,2,31,9,7,Sıfır,Kombi (Doğalgaz),11-15 arası,0,0
959,Erenköyde Marmaraya Yakın Katta Tek 4+1 Komple Yenilenmiş Daire,Erenköy,8.595.000,175,215,4+1,4,1,2,31,8,5,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
960,Fenerbahçede Bağdat Caddesine 2.Binada 3+1 Balkonlu Sıfır Daire,Fenerbahçe,9.650.000,95,130,3+1,3,1,2,31,9,7,İkinci El,Kombi (Doğalgaz),0,0,0
961,Şaşkınbakkalda Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,Suadiye,6.975.000,75,95,2+1,2,1,1,24,10-20 arası,3,İkinci El,Kombi (Doğalgaz),6-10 arası,0,0
962,Şaşkınbakkalda  Bağdat Caddesine Yakın Katta Tek 4+2 Dubleks,Suadiye,12.950.000,230,270,4+2,4,2,3,23,7,7,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
963,Çiftehavuzlar Sahilde Deprem Yönetmelikli Binada 4+1 Daire,Fenerbahçe,13.950.000,170,210,4+1,4,1,2,22,10-20 arası,10,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
964,Suadiye Sahilde Yeni Binada Deniz Manzaralı 3+1 Balkonlu Daire,Suadiye,14.350.000,125,155,3+1,3,1,2,23,10-20 arası,7,İkinci El,Kombi (Doğalgaz),4,0,0
965,Caddebostanda  Bağdat Caddesine Yakın Yeni Binada  3+1 Daire,Caddebostan,12.000.000,120,155,3+1,3,1,2,27,10-20 arası,4,Sıfır,Kombi (Doğalgaz),1,0,0
966,Feneryolu Kameriyede Bağdat Caddesine Yakın 3+1 Lüks Daire,Feneryolu,6.450.000,130,165,3+1,3,1,2,36,7,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
967,Caddebostan Sahilde Göztepe Parkına Yakın Yeni Binada 3+1 Daire,Caddebostan,13.750.000,112,150,3+1,3,1,2,25,9,9,New Building,Combi Boiler (Natural Gas),5,0,0
968,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada  3+1  Daire,Göztepe,12.000.000,140,175,3+1,3,1,2,27,10-20 arası,10,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
969,Fenerbahçe Sahil Tarafında Yeni Binada 3+1 Balkonlu Daire,Fenerbahçe,9.500.000,110,145,3+1,3,1,2,27,10-20 arası,5,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
970,Suadiyede Bağdat Caddesine 4. Binada 4+1 Havuzlu Daire,Suadiye,14.750.000,175,225,4+1,4,1,2,31,10,2,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
971,Şaşkınbakkalda Barış Büfeye Yakın  Yeni Binada 3+2 Dubleks Daire,Suadiye,11.950.000,175,220,3+2,3,2,3,31,10,10,Sıfır,Kombi (Doğalgaz),5,0,0
972,Caddebostan Sahilde Deniz Manzaralı 3+1 Balkonlu Sıfır Daire,Caddebostan,15.950.000,110,145,3+1,3,1,2,29,10-20 arası,10,Sıfır,Yerden Isıtma,0,0,0
973,Suadiye Sahilde Yeni Binada Deniz Manzaralı 3+1 Daire,Suadiye,13.950.000,105,140,3+1,3,1,2,31,8,4,Sıfır,Kombi (Doğalgaz),4,0,0
974,Suadiye Çatalçeşmede Yeni Binada Deniz Manzaralı 3+1 Daire,Suadiye,8.850.000,140,175,3+1,3,1,2,29,9,6,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
975,Şaşkınbakkalda Bağdat Caddesine Yakın Genç  Binada 4+1 Daire,Suadiye,9.500.000,150,200,4+1,4,1,2,31,10,3,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
976,Caddebostan Bağdat Caddesine Yakın Yeni Bina 3+1 Balkonlu Daire,Erenköy,8.450.000,105,140,3+1,3,1,2,31,10-20 arası,2,Sıfır,Kombi (Doğalgaz),3,0,0
977,Feneryolu Güvenlikli Site İçerisinde 4+1 Deniz Manzaralı Daire,Feneryolu,16.950.000,175,220,4+1,4,1,2,24,10-20 arası,16,İkinci El,Merkezi Sistem (Isı Payı Ölçer),21-25 arası,0,0
978,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Göztepe,8.000.000,95,130,3+1,3,1,2,24,8,7,Sıfır,Kombi (Doğalgaz),3,0,0
979,Erenköy Kaşanelerde Bağdat Caddesine  Yakın Yeni Bina 3+1 Daire,Erenköy,10.500.000,95,130,3+1,3,1,2,21,10,3,İkinci El,Kombi (Doğalgaz),5,0,0
980,Suadiye Çatalçeşme Sahilde Yeni Binada 3+1 Balkonlu  Daire,Suadiye,9.875.000,90,125,3+1,3,1,2,28,10-20 arası,1,Sıfır,Kombi (Doğalgaz),4,0,0
981,Fenerbahçe Cemil Topuzlu Caddesinde Yeni Binada 3+1 Daire,Fenerbahçe,11.950.000,110,145,3+1,3,1,2,31,8,4,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
982,GÖZTEPE PIRLANTA SİTESİNDE BÜYÜK TİP BALKONLU SATILIK 1+1,Fikirtepe,2.500.000,60,84,1+1,1,1,1,11,20 ve üzeri,4,,Merkezi Sistem (Isı Payı Ölçer),4,0,0
983,Tüccarbaşında Minibüs Caddesine Yakın Yeni Binada 1+1 Daire,Sahrayı Cedit,2.750.000,55,75,1+1,1,1,1,18,9,4,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
984,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 3+1  Daire,Göztepe,6.500.000,95,130,3+1,3,1,2,8,10-20 arası,3,Sıfır,Kombi (Doğalgaz),4,0,0
985,GÖZTEPE MİNİBÜS CADDESİNE YAKIN HASTANE KARŞISINDA SATILIK 2+1,Eğitim,3.000.000,100,110,2+1,2,1,1,24,3,3,,Merkezi Sistem,31-35 arası,0,0
986,Suadiyede Bağdat Caddesine 3.Bina Konumunda 3+1 Daire,Suadiye,8.250.000,100,135,3+1,3,1,2,17,8,6,Sıfır,Kombi (Doğalgaz),4,0,0
987,Suadiyede Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,Suadiye,5.050.000,70,95,2+1,2,1,1,7,10-20 arası,2,İkinci El,Kombi (Doğalgaz),4,0,0
988,ACIBADEM'DE METRO-METROBÜS YAKINI 3+1 SATILIK DAİRE,Acıbadem,2.650.000,95,110,3+1,3,1,1,15,3,3,,Kombi (Doğalgaz),26-30 arası,0,0
989,Erenköyde Minibüs Caddesine Yakın 2+1 Masrafsız Daire,Erenköy,2.800.000,70,95,2+1,2,1,1,12,3,Yüksek Giriş,İkinci El,Merkezi Sistem,31-35 arası,0,0
990,Şenesenevlerde  Minibüs Caddesine  Yakın  3+1  Daire,Bostancı,2.695.000,90,120,3+1,3,1,1,12,3,Bahçe katı,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
991,Caddebostanda Bağdat Caddesine  Yakın Yeni  Binada 1+1 Daire,Caddebostan,4.895.000,50,70,1+1,1,1,1,2,3,1,İkinci El,Kombi (Doğalgaz),3,0,0
992,OPTİMA'DAN ŞAŞKINBAKKAL TONOZLUDA YENİ BİNA LUX 2+1 FIRSAT,Suadiye,6.950.000,75,100,2+1,2,1,1,36,9,4,İkinci El,Kombi (Doğalgaz),4,450,0
993,Erenköyde Prestijli Binada 158 m2 Net 4+1 Daire EMLAK MASASI,Erenköy,7.900.000,158,195,4+1,4,1,2,31,7,6,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
994,Şenesenevlerde Metroya Yakın Yeni Binada 3+1 Daire EMLAK MASASI,Bostancı,5.900.000,100,135,3+1,3,1,1,21,6,3,İkinci El,Kombi (Doğalgaz),5,0,0
995,Suadiyede Bağdat Caddesine Yakın 3+1 Daire EMLAK MASASI,Suadiye,3.690.000,105,140,3+1,3,1,1,21,4,1,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
996,Kızıltoprakta Deniz Manzaralı 4+1 Dubleks  Daire EMLAK MASASI,Zühtüpaşa,7.250.000,155,180,4+1,4,1,2,21,9,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),31-35 arası,0,0
997,Bostancıda Sahile Yakın Konumda  3+1 Sıfır  Daire EMLAK MASASI,Bostancı,6.100.000,90,120,3+1,3,1,1,24,8,7,Sıfır,Kombi (Doğalgaz),0,0,0
998,Kozyatağı Kozzy AVM'ye  Yakın 3+1 Daire EMLAK MASASI,Kozyatağı,3.950.000,100,135,3+1,3,1,1,28,9,5,İkinci El,Merkezi Sistem,31-35 arası,0,0
999,Erenköy Ethem Efendi Caddesine 2.Binada 3+1 Daire EMLAK MASASI,Erenköy,4.250.000,100,135,3+1,3,1,2,22,7,1,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
1000,Modada Rıhtıma Yakın 4+1 Mimari Dekorlu Daire EMLAK MASASI,Caferağa,5.500.000,120,155,4+1,4,1,1,25,4,2,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
1001,Caddebostan Sahilde Yatırımlık 3+1 Balkonlu Daire EMLAK MASASI,Caddebostan,6.950.000,110,145,3+1,3,1,2,25,6,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
1002,Erenköyde Marmaraya Yakın  3+1 Yenilenmiş Daire EMLAK MASASI,Erenköy,6.875.000,125,160,3+1,3,1,2,26,8,1,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
1003,Erenköy Minibüs Caddesinde  3+1 Lüks Daire EMLAK MASASI,Erenköy,4.950.000,110,145,3+1,3,1,2,27,10,6,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
1004,Bostancıda Sahile Yakın Konumda 3+1 Dubleks Daire EMLAK MASASI,Bostancı,4.950.000,160,195,3+1,3,1,3,26,3,3,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
1005,Çiftehavuzlarda Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,Göztepe,7.650.000,90,125,3+1,3,1,2,25,9,8,İkinci El,Kombi (Doğalgaz),3,0,0
1006,Suadiye Sahilde Yeni Binada Katta Tek 4+1 Daire EMLAK MASASI,Suadiye,22.000.000,200,240,4+1,4,1,2,31,10-20 arası,12,İkinci El,Kombi (Doğalgaz),4,0,0
1007,Suadiye Emin Ali Paşada 3+1 Balkonlu Daire EMLAK MASASI,Suadiye,3.950.000,100,135,3+1,3,1,1,31,3,3,İkinci El,Kombi (Doğalgaz),31-35 arası,0,0
